n,Sr No,Folder,Picture,Composition,composition_final,Element,Fraction,Frac,H2_W%,Pressure,Temperature,Che_pot,AN,Period,AR,Cr,VWR,EN,Density,EA,MP,BP,VEC,FIE,TC,BM,HF,MV,Mass,SH,M-M_Eng,M-M_Bond,M-H_Bond,M-H_Eng,formation_H,en_at_H,formation_M,en_at_M,vol_H,vol_M,vol_diff,EN.Diff,M-H.EN.Diff,Atomic.Size.Diff,dSmix,ele_lst,frac_lst,Element_corrected,frac_corrected,composition_final
13301,207,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,5.38789407313997,0.4,523,3014.1028261389,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13302,207,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,5.53694829760404,0.492307692307692,523,3465.55557221385,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13303,207,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,5.80748213535099,0.994871794871795,523,4995.13791851546,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13304,207,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,5.93858764186633,1.49230769230769,523,5876.70648181992,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13305,207,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,6.06969314838167,1.98974358974359,523,6502.18933158491,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13306,207,PCI,78.pdf-006.jpg,Mg-8at%Ni,Mg0.92Ni0.08,Mg Ni,0.92 0.08,0.92 0.08,6.38158890290038,3.01538461538462,523,7406.05773755428,13.28,3.08,1.572,129.28,218.4,1.358,2.3136,0.0928,986.32,1510,2.64,7.6492,154.48,55.8,9.38,13.3888,27.0604,974,-0.3852,3.3588,1.7452,-2.3948,-0.2764,-3.2196,0.0092,-1.9252,56.1668,42.0552,0.2428,0.1628,-0.842,6,2.3178,"['Mg', 'Ni']","['0.92', '0.08']","['Mg', 'Ni']",[0.92 0.08],Mg0.92Ni0.08
13359,208,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,0.0201342281879193,0.0202020202020199,623,-4142.31082278386,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13360,208,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,0.100671140939598,0.101010101010101,623,26.0297226189394,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13361,208,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,0.429530201342282,0.5,623,4168.34054540276,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13362,208,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,0.758389261744967,1.00505050505051,623,5976.59466647826,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13363,208,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,1.06711409395973,1.5,623,7013.67562242177,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13364,208,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,1.26174496644295,1.81313131313131,623,7504.70215949534,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13365,208,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,1.36912751677852,2,623,7758.75366334642,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13366,208,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,1.70469798657718,2.11111111111111,623,7898.78428450738,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13367,208,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,2.61744966442953,2.20707070707071,623,8013.91148687234,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13368,208,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,3.63758389261745,2.31818181818182,623,8141.12139249581,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13369,208,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,4.04026845637584,2.42424242424242,623,8256.98447655344,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13370,208,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,4.13422818791946,2.52525252525252,623,8362.71081342445,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13370,208,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,4.32214765100671,3.02020202020202,623,8826.2643647601,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13464,209,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,0.00671140939597326,0.0101010101010099,573,-5460.99110713646,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13465,209,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,0.328859060402685,0.393939393939394,573,3265.88969920485,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13466,209,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,0.543624161073826,0.5,573,3833.80278092421,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13467,209,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,1.16778523489933,0.595959595959596,573,4252.01134607777,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13468,209,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,3.43624161073826,0.696969696969697,573,4624.970685266,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13469,209,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,3.63758389261745,0.803030303030303,573,4962.39292568922,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13470,209,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,3.7248322147651,0.883838383838384,573,5190.79055454838,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13471,209,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,3.77852348993289,1.01010101010101,573,5508.87242675328,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13472,209,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,4.53020134228188,1.48484848484848,573,6426.59659127409,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13473,209,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,4.7248322147651,1.99494949494949,573,7130.03780260124,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13474,209,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,5.01342281879195,2.5050505050505,573,7672.41298144178,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13475,209,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,5.19463087248322,3.01010101010101,573,8109.91627798704,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13530,210,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,0.0201342281879193,0.0101010101010099,523,-4984.46483251723,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13531,210,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,0.308724832214765,0.106060606060606,523,127.931933061661,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13532,210,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,3.02684563758389,0.217171717171718,523,1686.14372067612,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13533,210,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,3.23489932885906,0.303030303030303,523,2410.47157337183,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13534,210,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,4.03355704697987,0.414141414141414,523,3089.64148663556,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13535,210,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,4.12751677852349,0.525252525252526,523,3606.39089982457,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13536,210,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,4.32885906040269,1.01515151515152,523,5039.01201707199,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13537,210,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,4.52348993288591,1.5,523,5887.88499281956,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13538,210,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,4.7248322147651,2.0050505050505,523,6518.85136528943,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13539,210,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,4.91946308724832,2.5,523,6998.53003289131,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
13540,210,PCI,78.pdf-006_1.jpg,Mg-15at%Ni,Mg0.85Ni0.15,Mg Ni,0.85 0.15,0.85 0.15,5.09395973154363,3.01010101010101,523,7402.24470050126,14.4,3.15,1.5475,128.65,217,1.4,2.8155,0.174,1042.6,1623.75,3.2,7.6485,149.65,65.25,9.975,12.8715,29.467,933.75,-0.6785,3.2615,1.7235,-2.574,-0.2645,-3.333,0.0085,-2.2185,52.839,39.6535,0.2365,0.2142,-0.8,8.06,3.5146,"['Mg', 'Ni']","['0.85', '0.15']","['Mg', 'Ni']",[0.85 0.15],Mg0.85Ni0.15
